include,fy,agency,administration,suboffice,program,summary,program_appr,mitigation,power,transportation_sector,industry,agriculture_sector,buildings,forestry,efficiency,clean_electricity,electrification,fuels,carbon_management,non_co2,land_sink,other,rd,piloting,deployment,fy21_omni,ira,iija,fy22_omni,fy23_omni,approps,one_time,tax_credit
Y,2023,DOE,"Cybersecurity, Energy Security, and Emergency Response",Energy Sector Operational Support for Cyber Resilience Sec 40125c,Energy Sector Operational Support for Cyber Resilience Sec 40125c,"Enhance the Department’s emergency response capabilities and testing in coordination with the other agencies, National Labs and private industry and provide technical assistance to municipal and cooperative utilities to improve cybersecurity maturity levels.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2023,DOE,Office of Clean Energy Demonstrations,Energy Storage Demonstrations,Long Duration Energy Storage Demonstration & Joint Initiative,Supports the demonstration of various long-duration energy storage technologies with regional diversity.,37500,37500,37500,0,0,0,0,0,0,0,37500,0,0,0,0,0,0,37500,0,0,0,37500,0,0,0,37500,0
Y,2023,DOE,Office of Clean Energy Demonstrations,Energy Storage Demonstrations,Energy Storage Demonstration Pilot Grant Program,Supports first-of-a-kind energy storage system demonstration projects.,88750,88750,44375,0,44375,0,0,0,29583,29583,29583,0,0,0,0,0,0,88750,0,0,0,88750,0,0,0,88750,0
Y,2023,DOE,Federal Energy Management Program,Federal Energy Management Program,Federal Energy Management Program,Assisting Federal Facilities with Energy Conservation Technologies (AFFECT) Grant Program: Drives decarbonization of the Federal building stock and fleet electrification and optimize energy and water management systems.,107000,107000,28500,25000,0,0,53500,0,44000,19000,19000,25000,0,0,0,0,0,0,107000,0,0,50000,0,57000,57000,50000,0
Y,2023,DOE,Science,Fusion Energy Sciences,FES Research,"Provides $14,000,000 to the Material Plasma Exposure eXperiment (MPEX) project which is being utilized to complete the MPEX Facility Enhancements scope, which will be completed in January 2024. At the time of the IRA funding, the MPEX Facility Enhancements represented the critical path for the project. This funding has allowed the project to proceed more quickly, reducing risk and completing critical project scope as early as possible.",2333,2333,2333,0,0,0,0,0,0,2333,0,0,0,0,0,0,2333,0,0,0,2333,0,0,0,0,2333,0
Y,2023,DOE,Science,Fusion Energy Sciences,"Matter in Extreme Conditions (MEC) Petawatt Upgrade, SLAC",Advances the preliminary design package in support of pursuing Critical Decision (CD)‐2 (Approve Performance Baseline) currently planned for FY 2025. This funding will also allow the project team to develop a more thorough plan to proceed through CD‐3 (Approve Start of Construction) and project execution.,1667,1667,1667,0,0,0,0,0,0,1667,0,0,0,0,0,0,1667,0,0,0,1667,0,0,0,0,1667,0
Y,2023,DOE,Science,Fusion Energy Sciences,U.S. Contributions to ITER,"Provides $66,000,000 for Cash Contributions to fulfill U.S. agreements to the ITER Organization from previous underfunding. The remaining $190,000,000 will continue to be used to significantly enhance the design and fabrication performance of project scope in FY 2023–2024 to include the funding activities associated with the Central Solenoid Module fabrication and shipment process and the design, fabrication, and delivery of Tokomak Cooling Water System components.",42667,42667,42667,0,0,0,0,0,0,42667,0,0,0,0,0,0,42667,0,0,0,42667,0,0,0,0,42667,0
Y,2023,DOE,Nuclear Energy,Generation Credits Division,Civil Nuclear Credit Program,"Aims to preserve the existing U.S. reactor fleet and save thousands of high-paying jobs across the country. Under the new program, owners or operators of commercial U.S. reactors can apply for certification to bid on credits to support their continued operations.",1200000,1200000,1200000,0,0,0,0,0,0,1200000,0,0,0,0,0,0,0,0,1200000,0,0,1200000,0,0,0,1200000,0
Y,2023,DOE,Grid Deployment Office,Generation Credits Division,Hydroelectric Production Incentives,"Provides incentive payments for electric energy generated and sold by a qualified hydroelectric facility during the incentive period, to the owner or authorized operator of such a facility.",25000,25000,25000,0,0,0,0,0,0,25000,0,0,0,0,0,0,0,0,25000,0,0,25000,0,0,0,25000,0
Y,2023,DOE,Grid Deployment Office,Generation Credits Division,Hydroelectric Efficiency Improvement Incentives,Provides incentive payments to owners or operators of existing hydroelectric facilities for capital improvements that can increase efficiency of a hydroelectric facility by at least 3%.,15000,15000,15000,0,0,0,0,0,7500,7500,0,0,0,0,0,0,0,0,15000,0,0,15000,0,0,0,15000,0
Y,2023,DOE,Grid Deployment Office,Generation Credits Division,Maintaining and Enhancing Hydroelectricity Incentives,"Provides incentive payments to enhance existing hydropower facilities through capital improvements directly related to three main areas: grid resiliency, dam safety, and environmental improvements.",110720,110720,110720,0,0,0,0,0,0,110720,0,0,0,0,0,0,0,0,110720,0,0,110720,0,0,0,110720,0
Y,2023,DOE,Electricity,Grid Controls and Communications,Energy Delivery Grid Operations Technology (EDGOT),"Enhances the analytical capability needed to ensure reliable and resilient energy delivery and provides the architecture and process for identifying a range of scalable mitigation solutions to changing climate conditions and other emerging threats. The core of the EDGOT portfolio is the North American Energy Resilience Model (NAERM), a hybrid data/model platform for the quantitative assessment of the significant interdependencies that have evolved within the energy sector and that could affect reliability.",31000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2023,DOE,Grid Deployment Office,Grid Modernization Division,Preventing Outages and Enhancing the Resilience of the Electric Grid / Hazard Hardening,"Strengthens and modernizes America’s power grid against wildfires, extreme weather, and other natural disasters. FY2024 funding will support awards for competitive grants for industry and formula grants for states, territories, and American Indian Tribes.",1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2023,DOE,Grid Deployment Office,Grid Modernization Division,Electric Grid Upgrade Program - Ensuring Reliability & Resiliency,"Demonstrates innovative approaches to transmission, storage, and distribution infrastructure to harden and enhance resilience and reliability; and demonstrates novel approaches to enhance regional grid resilience.",1000000,1000000,1000000,0,0,0,0,0,0,0,1000000,0,0,0,0,0,0,1000000,0,0,0,1000000,0,0,0,1000000,0
Y,2023,DOE,Grid Deployment Office,Grid Modernization Division,Smart Grid Investment Matching Grant Program,Promotes a broader suite of grid enhancing technologies that will increase the capacity of the existing transmission system; prevent faults that may lead to wildfires or other system disturbances; integrate ever increasing-renewable resources; and deploy technologies that are better able monitor and analyze the impact of transportation and building electrification on the grid.,600000,600000,600000,0,0,0,0,0,0,300000,300000,0,0,0,0,0,0,0,600000,0,0,600000,0,0,0,600000,0
Y,2023,DOE,Science,High Energy Physics,HEP Research,Funding for construction and equipment procurement projects.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2023,DOE,Science,High Energy Physics,Long Baseline Neutrino Facility/Deep Underground Neutrino Experiment,Funding for construction and equipment procurement projects.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2023,DOE,Science,High Energy Physics,"Muon to Electron Conversion Experiment, FNAL",Funding to support project activities.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2023,DOE,Science,High Energy Physics,"Proton Improvement Plan II (PIP‐II), FNAL",Funding for construction and equipment procurement projects.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2023,DOE,Office of Clean Energy Demonstrations,Hydrogen Hubs,Regional Clean Hydrogen Hubs,"Supports the development of 6-10 regional clean hydrogen hubs that demonstrably aid the achievement of the clean hydrogen production standards; demonstrate the production, processing, delivery, storage, and end use of clean hydrogen; and can be developed into a national clean hydrogen network to facilitate a clean hydrogen economy.",1600000,1600000,533333,533333,533333,0,0,0,0,0,0,1600000,0,0,0,0,0,1600000,0,0,0,1600000,0,0,0,1600000,0
Y,2023,DOE,Office of Clean Energy Demonstrations,Industrial Demonstrations,Industrial Emissions Demonstration Projects,Supports demonstration projects that test and validate technologies that reduce industrial emissions.,100000,100000,0,0,100000,0,0,0,50000,50000,0,0,0,0,0,0,0,100000,0,0,0,100000,0,0,0,100000,0
Y,2023,DOE,Office of Clean Energy Demonstrations,Industrial Demonstrations,Advanced Industrial Facilities Deployment Program,"Aims to catalyze high-impact, large-scale, transformational advanced industrial facilities to reduce greenhouse gas (GHG) emissions in energy-intensive industrial subsectors. OCED will support large-scale overhauls for existing facilities, common technologies across multiple facilities, or full facility builds that tie to or replace existing energy-intensive industrial facilities as well as upgrades and retrofits that target decarbonization within a unit operation or process line at an existing industrial facility.",1102400,1102400,0,0,1102400,0,0,0,551200,0,0,0,551200,0,0,0,0,1102400,0,0,1102400,0,0,0,0,1102400,0
Y,2023,DOE,Science,Isotope R&D and Production,IRP Research,Funding to support project activities.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2023,DOE,Science,Isotope R&D and Production,"U.S. Stable Isotope Production and Research Center (SIPRC), ORNL",Funding to support project activities.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2023,DOE,Manufacturing and Energy Supply Chains,Manufacturing and Energy Supply Chains,Enhanced Use of Defense Production Act (DPA) of 1950,Focuses on heat pumps and will invest in manufacturers with domestic operations to retool existing factories or build new factories for heat pumps and their components. These investments will bolster U.S. competitiveness and security while reducing reliance among U.S. consumers and businesses on volatile natural gas and home heating oil costs and supply.,83333,83333,0,0,0,0,83333,0,41667,0,41667,0,0,0,0,0,0,0,83333,0,83333,0,0,0,0,83333,0
Y,2023,DOE,Manufacturing and Energy Supply Chains,Manufacturing and Energy Supply Chains,Rare Earth Elements Demonstration Facility,Demonstrate the feasibility of a full-scale integrated Rare Earth Elements extraction and separation facility and refinery.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2023,DOE,Manufacturing and Energy Supply Chains,Manufacturing and Energy Supply Chains,Battery Manufacturing and Recycling Grants – Sec. 40207c,"Grants to ensure that the United States has a viable domestic manufacturing and recycling capability to support a North American battery supply chain. Focus on demonstration projects, construction of commercial-scale facilities, and retrofit or retooling of existing facilities for battery component manufacturing, advanced battery manufacturing, and recycling.",600000,600000,200000,200000,0,0,200000,0,0,0,600000,0,0,0,0,0,0,300000,300000,0,0,600000,0,0,0,600000,0
Y,2023,DOE,Manufacturing and Energy Supply Chains,Manufacturing and Energy Supply Chains,Battery and Critical Mineral Recycling - State and Local Programs – Sec. 40207.f3,"Grants to state and local governments for battery collection, recycling, and reprocessing programs.",10000,10000,5000,5000,0,0,0,0,5000,0,5000,0,0,0,0,0,5000,5000,0,0,0,10000,0,0,0,10000,0
Y,2023,DOE,Manufacturing and Energy Supply Chains,Manufacturing and Energy Supply Chains,Battery and Critical Mineral Recycling - Retailers as Collection Points – Sec. 40207.f4,"Awards grants to retailers that sell covered batteries or covered battery-containing products to establish and implement a system for acceptance and collection of covered batteries and covered battery-containing products for reuse, recycling, or proper disposal.",3000,3000,1500,1500,0,0,0,0,1500,0,1500,0,0,0,0,0,1500,1500,0,0,0,3000,0,0,0,3000,0
Y,2023,DOE,Manufacturing and Energy Supply Chains,Manufacturing and Energy Supply Chains,Battery Material Processing Grants,Grants for battery materials processing to ensure that the United States has a viable battery materials processing industry.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2023,DOE,Manufacturing and Energy Supply Chains,Manufacturing and Energy Supply Chains,Advanced Energy Manufacturing and Recycling Grant Program,"Supports manufacturing projects in communities that have experienced coal mine or coal-fired power plant closures. The Program will provide grants to small- and medium-sized manufacturers to build, expand, or re-equip facilities to produce or recycle property needed to support secure, resilient domestic clean energy supply chains. It also supports grants for manufacturers to install equipment that will substantially reduce greenhouse gas emissions manufacturing and industrial facilities.",150000,150000,37500,37500,37500,0,37500,0,37500,37500,37500,37500,0,0,0,0,0,0,150000,0,0,150000,0,0,0,150000,0
Y,2023,DOE,Manufacturing and Energy Supply Chains,Manufacturing and Energy Supply Chains,Implementation Grants for Industrial Research & Assessment Centers – Sec. 40521.b1,Funds upgrades for small- and medium-sized manufacturers that have been recommended in an assessment from an Industrial Assessment Center or Combined Heat and Power Technical Assistance Partnership.,80000,80000,0,0,80000,0,0,0,26667,0,0,0,26667,26667,0,0,0,0,80000,0,0,80000,0,0,0,80000,0
Y,2023,DOE,Manufacturing and Energy Supply Chains,Manufacturing and Energy Supply Chains,Industrial Research and Assessment Centers – Sec. 40521.b2/b3,"Provides funding for institutions of higher education, community colleges, trade schools, and union training programs to identify opportunities for optimizing energy efficiency and environmental performance at manufacturing and other industrial facilities.",30000,30000,0,0,30000,0,0,0,15000,15000,0,0,0,0,0,0,30000,0,0,0,0,30000,0,0,0,30000,0
Y,2023,DOE,Manufacturing and Energy Supply Chains,Manufacturing and Energy Supply Chains,State Manufacturing Leadership,Provide funding to states to invest in smart manufacturing technologies.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2023,DOE,Manufacturing and Energy Supply Chains,Manufacturing and Energy Supply Chains,Extended Product System Rebates,"Provide rebates for qualified extended product systems (i.e., electric motor, electronic control, and driven load).",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2023,DOE,Manufacturing and Energy Supply Chains,Manufacturing and Energy Supply Chains,Energy Efficient Transformer Rebates,"Provides rebates to industrial or manufacturing facility owners, commercial building owners, multifamily building owners, utilities, or energy service companies for the replacement of a qualified energy inefficient transformer with a qualified energy efficient transformer.",5000,5000,5000,0,0,0,0,0,5000,0,0,0,0,0,0,0,0,0,5000,0,0,5000,0,0,0,5000,0
Y,2023,DOE,Manufacturing and Energy Supply Chains,Manufacturing and Energy Supply Chains,Domestic Manufacturing Conversion Grants – Sec. 50143,"Provides grants for domestic production of efficient hybrid, plug-in electric hybrid, plug-in electric drive, and hydrogen fuel cell electric vehicles, in accordance with section 712 of the Energy Policy Act of 2005.",200000,200000,0,200000,0,0,0,0,0,0,100000,100000,0,0,0,0,0,0,200000,0,200000,0,0,0,0,200000,0
Y,2023,DOE,Fossil Energy and Carbon Management,National Laboratory Infrastructure,National Laboratory Infrastructure,Funding for construction and equipment procurement projects.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2023,DOE,Energy Efficiency and Renewable Energy,National Laboratory Infrastructure,National Laboratory Infrastructure,Funding for construction and equipment procurement projects.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2023,DOE,Nuclear Energy,National Laboratory Infrastructure (c) Office of Nuclear Energy,National Laboratory Infrastructure (c) Office of Nuclear Energy,Funding for construction and equipment procurement projects.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2023,DOE,Science,Nuclear Physics,"Electron Ion Collider (EIC), BNL",Funding to support project activities.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2023,DOE,Science,Nuclear Physics,NP Operation and Maintenance,Funding to support project activities.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2023,DOE,Office of Clean Energy Demonstrations,Office of Clean Energy Demonstrations,Annual Appropriations,"Delivers commercial-scale energy demonstration projects in partnership with the private sector to accelerate market adoption, deployment, and the equitable transition to a modernized and competitive clean energy economy.",89000,89000,29667,29667,29667,0,0,0,0,22250,22250,22250,22250,0,0,0,0,89000,0,0,0,0,0,89000,89000,0,0
Y,2023,DOE,Power Marketing Administration,Power Marketing Administration Transmission Borrowing Authority,Power Marketing Administration Transmission Borrowing Authority,"Assist in the financing of the construction, acquisition, and replacement of the Federal Columbia River Power System.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2023,DOE,"Cybersecurity, Energy Security, and Emergency Response","Preparedness, Policy, and Risk Analysis (PPRA)","Preparedness, Policy, and Risk Analysis (PPRA)","Works to build sector capacity to support security and resilience of critical energy infrastructure and the communities that rely on it through sharing information, building preparedness, and promoting learning and adaption through strategic partnerships. PPRA's partnerships help to advance collective preparedness and resilience to the growing landscape of threats, technology developments, and energy system trends.",26857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2023,DOE,Energy Efficiency and Renewable Energy,Renewable Energy,Solar Energy Technologies,"Pumped Storage Hydropower Wind and Solar Integration and System Reliability Initiative: Provides financial assistance to eligible entities to carry out project design, transmission studies, power market assessments, and permitting for a pumped storage hydropower project to facilitate the long-duration storage of intermittent renewable electricity.",340000,340000,340000,0,0,0,0,0,0,310000,30000,0,0,0,0,0,111000,113500,115500,0,0,22000,0,318000,318000,22000,0
Y,2023,DOE,Energy Efficiency and Renewable Energy,Renewable Energy,Water Power Technologies,"Hydropower Research, Development, and Demonstration: Funds research, development, and demonstration activities to improve hydropower technologies.",215600,215600,215600,0,0,0,0,0,0,215600,0,0,0,0,0,0,101700,101700,12200,0,0,36600,0,179000,179000,36600,0
Y,2023,DOE,Energy Efficiency and Renewable Energy,Renewable Energy,Water Power Technologies,"Marine Energy Research, Development, and Demonstration: Funds research, development, and demonstration activities to improve marine energy technologies.",215600,215600,215600,0,0,0,0,0,0,215600,0,0,0,0,0,0,101700,101700,12200,0,0,36600,0,179000,179000,36600,0
Y,2023,DOE,Energy Efficiency and Renewable Energy,Renewable Energy,Water Power Technologies,"National Marine Energy Centers: Provides financial assistance for the establishment of new National Marine Energy Centers and the continuation and expansion of the research, development, demonstration, testing, and commercial application activities at the existing Centers.",215600,215600,215600,0,0,0,0,0,0,215600,0,0,0,0,0,0,101700,101700,12200,0,0,36600,0,179000,179000,36600,0
Y,2023,DOE,Energy Efficiency and Renewable Energy,Renewable Energy,Geothermal Technologies,"Enhanced Geothermal Systems Demonstrations: Supports a program of research, development, demonstration, and commercial application for enhanced geothermal systems.",139000,139000,60329,0,39329,0,39329,0,0,80000,0,0,0,0,0,59000,118000,21000,0,0,0,21000,0,118000,118000,21000,0
Y,2023,DOE,Energy Efficiency and Renewable Energy,Renewable Energy,Solar Energy Technologies,"Advanced Solar Energy Manufacturing Initiative (New Solar Research & Development): Awards financial assistance to eligible entities for research, development, demonstration, and commercialization projects to advance new solar energy manufacturing technologies and techniques.",340000,340000,340000,0,0,0,0,0,0,310000,30000,0,0,0,0,0,111000,113500,115500,0,0,22000,0,318000,318000,22000,0
Y,2023,DOE,Energy Efficiency and Renewable Energy,Renewable Energy,Solar Energy Technologies,"Solar Energy Research and Development: Funds research, development, demonstration, and commercialization activities to improve solar energy technologies.",340000,340000,340000,0,0,0,0,0,0,310000,30000,0,0,0,0,0,111000,113500,115500,0,0,22000,0,318000,318000,22000,0
Y,2023,DOE,Energy Efficiency and Renewable Energy,Renewable Energy,Solar Energy Technologies,"Solar Energy Technology Recycling Research, Development, and Demonstration Program (Solar Recycling Research & Development): Awards financial assistance to eligible entities for research, development, demonstration, and commercialization projects to create innovative and practical approaches to increase the reuse and recycling of solar energy technologies.",340000,340000,340000,0,0,0,0,0,0,310000,30000,0,0,0,0,0,111000,113500,115500,0,0,22000,0,318000,318000,22000,0
Y,2023,DOE,Energy Efficiency and Renewable Energy,Renewable Energy,Wind Energy Technologies,"Wind Energy Technology Manufacturing Recycling Research, Development, and Demonstration Program: Awards financial assistance to eligible entities for research, development, and demonstration, and commercialization projects to create innovative and practical approaches to increase the reuse and recycling of wind energy technologies.",157000,157000,157000,0,0,0,0,0,0,157000,0,0,0,0,0,0,52329,52329,52329,0,0,25000,0,132000,132000,25000,0
Y,2023,DOE,Energy Efficiency and Renewable Energy,Renewable Energy,Wind Energy Technologies,"Wind Energy Technology Program: Funds research, development, demonstration, and commercialization activities to improve wind energy technologies.",157000,157000,157000,0,0,0,0,0,0,157000,0,0,0,0,0,0,52329,52329,52329,0,0,25000,0,132000,132000,25000,0
Y,2023,DOE,Fossil Energy and Carbon Management,Resource Sustainability,Rare Earth Mineral Security Activities,"Focuses on R&D to improve security of supply for rare earth elements, develop advanced separation technologies for the extraction and recovery of rare earth elements and other critical materials, and identifies any potential environmental or public health impacts that could arise from the recovery of rare earth elements.

",24200,24200,8067,8067,8067,0,0,0,0,0,0,0,0,0,0,24200,24200,0,0,0,0,24200,0,0,0,24200,0
Y,2023,DOE,Fossil Energy and Carbon Management,Resource Sustainability,"Critical Material Innovation, Efficiency, and Alternatives Activities","Provides research, development, demonstration, and commercialization to develop alternatives to critical materials, to promote their efficient production and use, and ensure a long-term secure and sustainable supply of them.",100000,100000,33333,33333,33333,0,0,0,0,0,0,0,0,0,0,100000,33333,33333,33333,0,0,100000,0,0,0,100000,0
Y,2023,DOE,Fossil Energy and Carbon Management,Resource Sustainability,Critical Material Supply Chain Research Facility,Supports the construction of a critical materials supply chain research facility.,35000,35000,8750,8750,8750,0,8750,0,35000,0,0,0,0,0,0,0,11667,11667,11667,0,0,35000,0,0,0,35000,0
Y,2023,DOE,Fossil Energy and Carbon Management,Resource Technologies and Sustainability,Natural Gas Technologies,Addresses the critical environmental and safety issues associated with the production and transmission of domestic natural gas.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2023,DOE,"Cybersecurity, Energy Security, and Emergency Response",Response and Restoration,Response and Restoration,"Coordinates a national effort to ensure the sector can respond to and restore energy systems from emergencies resulting from natural hazards, cyberattacks, physical attacks, and other threats
facing energy infrastructure.",23000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2023,DOE,"Cybersecurity, Energy Security, and Emergency Response",Risk Management Tools and Technologies (RMT),Risk Management Tools and Technologies (RMT),"Focuses on research, development, and demonstration (RD&D) of tools, technologies, and techniques that address cybersecurity, physical, electromagnetic pulse, geomagnetic, and climate-based risks facing the energy sector. RMT will include a renewed focus on developing tools and technologies to mitigate risks facing the energy sector from increasing hurricanes, wildfires, flooding, and other natural hazards.",125000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2023,DOE,"Cybersecurity, Energy Security, and Emergency Response",Rural and Municipal Utility Advance Cybersecurity Assessment Sec. 40124,Rural and Municipal Utility Advance Cybersecurity Assessment Sec. 40124,"Enhance the security posture of rural, municipal, and small investor-owned electric utilities through investments in operational capabilities, services, technology deployments, and threat intelligence information-sharing.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2023,DOE,Office of Clean Energy Demonstrations,Rural or Remote Areas,Energy Improvement in Rural and Remote Areas,"Financial assistance to improve, in rural or remote areas of the U.S., the resilience, safety, reliability, and availability of energy; and environmental protection from adverse impacts of energy generation.",200000,200000,200000,0,0,0,0,0,100000,100000,0,0,0,0,0,0,0,200000,0,0,0,200000,0,0,0,200000,0
Y,2023,DOE,Science,Science Laboratories Infrastructure,Ames Infrastructure Modernization (AIM),Funding for construction and equipment procurement projects.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2023,DOE,Science,Science Laboratories Infrastructure,"BioEPIC, LBNL",Funding for construction and equipment procurement projects.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2023,DOE,Science,Science Laboratories Infrastructure,"CEBAF Renovation and Expansion (CEBAF), TJNAF",Funding for construction and equipment procurement projects.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2023,DOE,Science,Science Laboratories Infrastructure,"Princeton Plasma Innovation Center (PPIC), PPPL",Funding for construction and equipment procurement projects.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2023,DOE,Science,Science Laboratories Infrastructure,"Seismic and Safety Modernization (SSM), LBNL",Funding for construction and equipment procurement projects.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2023,DOE,Science,Science Laboratories Infrastructure,SLI F&I,Funding to support project activities.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2023,DOE,State and Community Energy Programs,State Energy Program,State Energy Program,"Supports electric transmission and distribution planning as well as planning activities and programs that help reduce carbon emissions in all sectors of the economy, including the transportation sector and accelerate the use of alternative transportation fuels and vehicle electrification.",166000,166000,41500,41500,41500,0,41500,0,0,55333,55333,55333,0,0,0,0,0,0,166000,0,0,100000,0,66000,66000,100000,0
Y,2023,DOE,Energy Efficiency and Renewable Energy,Sustainable Transportation,Hydrogen and Fuel Cell Technologies,"Electric Drive Vehicle Battery Recycling and Second-Life Applications Program: Expands an existing program at the Department of Energy for research, development, and demonstration of electric vehicle battery recycling and second-life applications for vehicle batteries.",510000,510000,156665,196665,156665,0,0,0,0,0,40000,470000,0,0,0,0,243327,143327,123327,0,0,340000,0,170000,170000,340000,0
Y,2023,DOE,Energy Efficiency and Renewable Energy,Sustainable Transportation,Hydrogen and Fuel Cell Technologies,"Clean Hydrogen Electrolysis Program: Establishes a research, development, demonstration, and deployment program for purposes of commercialization to improve the efficiency, increase the durability, and reduce the cost of producing clean hydrogen using electrolyzers.",510000,510000,156665,196665,156665,0,0,0,0,0,40000,470000,0,0,0,0,243327,143327,123327,0,0,340000,0,170000,170000,340000,0
Y,2023,DOE,Energy Efficiency and Renewable Energy,Sustainable Transportation,Hydrogen and Fuel Cell Technologies,"Clean Hydrogen Manufacturing Recycling Research, Development, and Demonstration Program: Provides Federal financial assistance to advance new clean hydrogen production, processing, delivery, storage, and use equipment manufacturing technologies and techniques.",510000,510000,156665,196665,156665,0,0,0,0,0,40000,470000,0,0,0,0,243327,143327,123327,0,0,340000,0,170000,170000,340000,0
Y,2023,DOE,Loan Programs Office,Title 17 Innovative Technology Loan Guarantee Program,Title 17 Innovative Technology Loan Guarantee Program - Administrative Expenses,"Fund personnel and mission support costs to originate, administer, and monitor loan guarantees under this program.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2023,DOE,Loan Programs Office,Title 17 Innovative Technology Loan Guarantee Program,Title 17 Innovative Technology Loan Guarantee Program - Credit Subsidy,"Supports issuance of new loan guarantees to projects that either were already eligible under section 1703 of the Energy Policy Act of 2005 or will become eligible due to the Infrastructure Investment and Jobs Act (IIJA) that expanded eligible activities to support projects involving critical minerals processing, manufacturing, and recycling.",698400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2023,DOE,Grid Deployment Office,Transmission Division,Transmission Facilitation Program - Administration,Funding for administrative expenses to carry out the Transmission Facilitation Program.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2023,DOE,Grid Deployment Office,Transmission Division,Transmission Facilitation Program - Borrowing Authority,Facilitates the construction of electric power transmission lines and related facilities to enable greater clean energy growth and provide low-cost clean energy to more Americans.,500000,500000,500000,0,0,0,0,0,0,250000,250000,0,0,0,0,0,0,0,500000,0,0,500000,0,0,0,500000,0
Y,2023,DOE,Loan Programs Office,Tribal Energy Loan Guarantee Program,Tribal Energy Loan Guarantee Program - Administrative Expenses,"Fund personnel and mission support costs to originate, administer, and monitor loans under this program.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
